model,stage,instance_id,chain_id,chain_type,scenario_group,scenario_group_ja,excluded_non_alert_gold,action_step_recall_hits,action_step_recall_total,critical_evidence_recall_hits,critical_evidence_recall_total,behavior_sequence_order_hits,behavior_sequence_order_total,candidate_claim_precision_hits,candidate_claim_precision_total,overclaim_slot_count,action_step_recall,critical_evidence_recall,behavior_sequence_order,candidate_claim_precision,source_path,dataset_label,source_set,framework_group,evaluation_unit,replicate,contract,run_json,source_score_path,reviewed_at_utc,gold_file,format_failure_note,review1_pass,review2_pass,two_review_adoptable,adjudication_note,candidate_step_count,normalized_candidate_step_count,reviewer_a_source,reviewer_b_source,review_summary,run_id,input_tokens,output_tokens,cached_input_tokens,reasoning_effort,run_path_in_handoff,local_price_estimated_cost_usd,completed_at_utc,call_total_usd,effective_cost_usd,cost_source,duration_seconds_from_runid_to_costlog
gpt-5.5 low raw,stage3,chain_13_e09_dns_packet_capture_batch_chain_stage3,chain_13_e09_dns_packet_capture_batch_chain,dns_packet_capture_batch_chain,multi_step_tool_chain,,,15,15,5,5,4,4,15,24,9,1.0,1.0,1.0,0.625,,gpt-5.5_low_raw_replicate01_component,,collection_or_tool_invocation,component_rubric_subject_action_object_evidence,replicate_01,raw_text_contract_failed,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage3/chain_13_e09_dns_packet_capture_batch_chain_stage3_run.json,,2026-06-14T04:53:04.009537+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,two independent reviews matched,8,8,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_a_component_batch_20260614T044337Z_71.jsonl,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_b_component_batch_20260614T044337Z_71.jsonl,"GPT-5.5 raw-text contract failure; prose normalized into 8 candidate behavior claims. action 15/15, evidence 5/5, order 4/4, precision 15/24, overclaim 9.",20260613T135912Z_chain_13_e09_dns_packet_capture_batch_chain_stage3_gpt-5.5_official,25726,12652,0,low,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\gpt55_r1\replicate_01\gpt-5.5\stage3\chain_13_e09_dns_packet_capture_batch_chain_stage3_run.json,0.50819,2026-06-13T14:07:55.666404+00:00,0.0,0.50819,local_price_estimate_cost_log_zero,523.666404
gpt-5.5 low raw,stage3,chain_17_e12_python_simplehttpserver_network_chain_stage3,chain_17_e12_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,6,6,2,2,1,1,6,6,0,1.0,1.0,1.0,1.0,,gpt-5.5_low_raw_replicate01_component,,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,raw_text_contract_failed,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage3/chain_17_e12_python_simplehttpserver_network_chain_stage3_run.json,,2026-06-14T04:53:04.009537+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,two independent reviews matched,2,2,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_a_component_batch_20260614T044337Z_71.jsonl,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_b_component_batch_20260614T044337Z_71.jsonl,"GPT-5.5 raw-text contract failure; prose normalized into 2 candidate behavior claims. action 6/6, evidence 2/2, order 1/1, precision 6/6, overclaim 0.",20260613T142525Z_chain_17_e12_python_simplehttpserver_network_chain_stage3_gpt-5.5_official,18426,3443,0,low,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\gpt55_r1\replicate_01\gpt-5.5\stage3\chain_17_e12_python_simplehttpserver_network_chain_stage3_run.json,0.19541999999999998,2026-06-13T14:30:33.362322+00:00,0.0,0.19541999999999998,local_price_estimate_cost_log_zero,308.362322
gpt-5.5 low raw,stage3,chain_24_e18_cmdexe_other_chain_stage3,chain_24_e18_cmdexe_other_chain,cmdexe_other_chain,explicit_execution_chain,,,9,9,3,3,2,2,9,24,15,1.0,1.0,1.0,0.375,,gpt-5.5_low_raw_replicate01_component,,command_shell_execution,component_rubric_subject_action_object_evidence,replicate_01,raw_text_contract_failed,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage3/chain_24_e18_cmdexe_other_chain_stage3_run.json,,2026-06-14T04:53:04.009537+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,two independent reviews matched,8,8,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_a_component_batch_20260614T044337Z_71.jsonl,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_b_component_batch_20260614T044337Z_71.jsonl,"GPT-5.5 raw-text contract failure; prose normalized into 8 candidate behavior claims. action 9/9, evidence 3/3, order 2/2, precision 9/24, overclaim 15.",20260613T150755Z_chain_24_e18_cmdexe_other_chain_stage3_gpt-5.5_official,32633,14155,0,low,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\gpt55_r1\replicate_01\gpt-5.5\stage3\chain_24_e18_cmdexe_other_chain_stage3_run.json,0.587815,2026-06-13T15:18:16.453467+00:00,0.0,0.587815,local_price_estimate_cost_log_zero,621.453467
gpt-5.5 low raw,stage1,chain_14_e09_python_simplehttpserver_network_chain_stage1,chain_14_e09_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,6,6,2,2,1,1,8,10,2,1.0,1.0,1.0,0.8,,gpt-5.5_low_raw_replicate01_component,,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,raw_text_contract_failed,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_14_e09_python_simplehttpserver_network_chain_stage1_run.json,,2026-06-14T05:01:17.107915+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,0,4,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T044337Z_62.jsonl,raw_text契約違反。python.exeのpython  -m SimpleHTTPServerと非alert netconn証拠は回収したが、alert行や近傍別イベントも候補化。,20260613T140622Z_chain_14_e09_python_simplehttpserver_network_chain_stage1_gpt-5.5_official,21214,9132,0,low,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\gpt55_r1\replicate_01\gpt-5.5\stage1\chain_14_e09_python_simplehttpserver_network_chain_stage1_run.json,0.38003,2026-06-13T14:12:14.146736+00:00,0.0,0.38003,local_price_estimate_cost_log_zero,352.146736
gpt-5.5 low raw,stage1,chain_15_e10_python_simplehttpserver_network_chain_stage1,chain_15_e10_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,6,6,2,2,1,1,8,9,1,1.0,1.0,1.0,0.8888888888888888,,gpt-5.5_low_raw_replicate01_component,,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,raw_text_contract_failed,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_15_e10_python_simplehttpserver_network_chain_stage1_run.json,,2026-06-14T05:01:17.107915+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,0,3,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T044337Z_62.jsonl,raw_text契約違反。python.exeのpython  -m SimpleHTTPServerと非alert netconn証拠は回収したが、alert行や近傍別イベントも候補化。,20260613T141215Z_chain_15_e10_python_simplehttpserver_network_chain_stage1_gpt-5.5_official,19212,5392,0,low,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\gpt55_r1\replicate_01\gpt-5.5\stage1\chain_15_e10_python_simplehttpserver_network_chain_stage1_run.json,0.25782000000000005,2026-06-13T14:16:10.671976+00:00,0.0,0.25782000000000005,local_price_estimate_cost_log_zero,235.671976
gpt-5.5 low raw,stage1,chain_16_e11_python_simplehttpserver_network_chain_stage1,chain_16_e11_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,6,6,2,2,1,1,8,9,1,1.0,1.0,1.0,0.8888888888888888,,gpt-5.5_low_raw_replicate01_component,,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,raw_text_contract_failed,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_16_e11_python_simplehttpserver_network_chain_stage1_run.json,,2026-06-14T05:01:17.107915+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,0,3,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T044337Z_62.jsonl,raw_text契約違反。python.exeのpython  -m SimpleHTTPServerと非alert netconn証拠は回収したが、alert行や近傍別イベントも候補化。,20260613T141642Z_chain_16_e11_python_simplehttpserver_network_chain_stage1_gpt-5.5_official,22447,4689,0,low,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\gpt55_r1\replicate_01\gpt-5.5\stage1\chain_16_e11_python_simplehttpserver_network_chain_stage1_run.json,0.252905,2026-06-13T14:20:55.969933+00:00,0.0,0.252905,local_price_estimate_cost_log_zero,253.969933
gpt-5.5 low raw,stage1,chain_17_e12_python_simplehttpserver_network_chain_stage1,chain_17_e12_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,6,6,2,2,1,1,8,16,8,1.0,1.0,1.0,0.5,,gpt-5.5_low_raw_replicate01_component,,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,raw_text_contract_failed,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_17_e12_python_simplehttpserver_network_chain_stage1_run.json,,2026-06-14T05:01:17.107915+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,0,6,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T044337Z_62.jsonl,raw_text契約違反。python.exeのpython  -m SimpleHTTPServerと非alert netconn証拠は回収したが、alert行や近傍別イベントも候補化。,20260613T142057Z_chain_17_e12_python_simplehttpserver_network_chain_stage1_gpt-5.5_official,25441,7259,0,low,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\gpt55_r1\replicate_01\gpt-5.5\stage1\chain_17_e12_python_simplehttpserver_network_chain_stage1_run.json,0.344975,2026-06-13T14:26:36.545374+00:00,0.0,0.344975,local_price_estimate_cost_log_zero,339.545374
gpt-5.5 low raw,stage1,chain_19_e13_python_simplehttpserver_network_chain_stage1,chain_19_e13_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,6,6,2,2,1,1,8,14,6,1.0,1.0,1.0,0.5714285714285714,,gpt-5.5_low_raw_replicate01_component,,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,raw_text_contract_failed,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_19_e13_python_simplehttpserver_network_chain_stage1_run.json,,2026-06-14T05:01:17.107915+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,0,5,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T044337Z_62.jsonl,raw_text契約違反。python.exeのpython  -m SimpleHTTPServerと非alert netconn証拠は回収したが、alert行や近傍別イベントも候補化。,20260613T143034Z_chain_19_e13_python_simplehttpserver_network_chain_stage1_gpt-5.5_official,22405,11811,0,low,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\gpt55_r1\replicate_01\gpt-5.5\stage1\chain_19_e13_python_simplehttpserver_network_chain_stage1_run.json,0.4663550000000001,2026-06-13T15:07:53.790086+00:00,0.0,0.4663550000000001,local_price_estimate_cost_log_zero,2239.790086
gpt-5.5 low raw,stage1,chain_21_e15_python_simplehttpserver_network_chain_stage1,chain_21_e15_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,6,6,2,2,1,1,8,13,5,1.0,1.0,1.0,0.6153846153846154,,gpt-5.5_low_raw_replicate01_component,,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,raw_text_contract_failed,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_21_e15_python_simplehttpserver_network_chain_stage1_run.json,,2026-06-14T05:01:17.107915+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,0,5,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T044337Z_62.jsonl,raw_text契約違反。python.exeのpython  -m SimpleHTTPServerと非alert netconn証拠は回収したが、alert行や近傍別イベントも候補化。,20260613T143634Z_chain_21_e15_python_simplehttpserver_network_chain_stage1_gpt-5.5_official,22488,11749,0,low,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\gpt55_r1\replicate_01\gpt-5.5\stage1\chain_21_e15_python_simplehttpserver_network_chain_stage1_run.json,0.46491000000000005,2026-06-13T14:42:20.312956+00:00,0.0,0.46491000000000005,local_price_estimate_cost_log_zero,346.312956
gpt-5.5 low raw,stage1,chain_22_e16_python_simplehttpserver_network_chain_stage1,chain_22_e16_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,6,6,2,2,1,1,8,9,1,1.0,1.0,1.0,0.8888888888888888,,gpt-5.5_low_raw_replicate01_component,,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,raw_text_contract_failed,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_22_e16_python_simplehttpserver_network_chain_stage1_run.json,,2026-06-14T05:01:17.107915+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,0,3,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T044337Z_62.jsonl,raw_text契約違反。python.exeのpython  -m SimpleHTTPServerと非alert netconn証拠は回収したが、alert行や近傍別イベントも候補化。,20260613T144324Z_chain_22_e16_python_simplehttpserver_network_chain_stage1_gpt-5.5_official,18595,4451,0,low,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\gpt55_r1\replicate_01\gpt-5.5\stage1\chain_22_e16_python_simplehttpserver_network_chain_stage1_run.json,0.226505,2026-06-13T14:47:27.013223+00:00,0.0,0.226505,local_price_estimate_cost_log_zero,243.013223
gpt-5.5 low raw,stage1,chain_23_e17_python_simplehttpserver_network_chain_stage1,chain_23_e17_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,6,6,2,2,1,1,8,9,1,1.0,1.0,1.0,0.8888888888888888,,gpt-5.5_low_raw_replicate01_component,,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,raw_text_contract_failed,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_23_e17_python_simplehttpserver_network_chain_stage1_run.json,,2026-06-14T05:01:17.107915+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,0,3,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T044337Z_62.jsonl,raw_text契約違反。python.exeのpython  -m SimpleHTTPServerと非alert netconn証拠は回収したが、alert行や近傍別イベントも候補化。,20260613T145236Z_chain_23_e17_python_simplehttpserver_network_chain_stage1_gpt-5.5_official,24374,12516,0,low,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\gpt55_r1\replicate_01\gpt-5.5\stage1\chain_23_e17_python_simplehttpserver_network_chain_stage1_run.json,0.49734999999999996,2026-06-13T14:59:42.341092+00:00,0.0,0.49734999999999996,local_price_estimate_cost_log_zero,426.341092
gpt-5.5 low raw,stage1,chain_24_e18_cmdexe_other_chain_stage1,chain_24_e18_cmdexe_other_chain,cmdexe_other_chain,explicit_execution_chain,,,9,9,3,3,2,2,12,24,12,1.0,1.0,1.0,0.5,,gpt-5.5_low_raw_replicate01_component,,command_shell_execution,component_rubric_subject_action_object_evidence,replicate_01,raw_text_contract_failed,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_24_e18_cmdexe_other_chain_stage1_run.json,,2026-06-14T05:01:17.107915+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,0,7,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T044337Z_62.jsonl,raw_text契約違反。explorer.exe→cmd.exe→run_http_server.bat→python.exeの非alert証拠を回収したが、start_dns_logs系の別チェーンも混入。,20260613T150223Z_chain_24_e18_cmdexe_other_chain_stage1_gpt-5.5_official,33202,18082,0,low,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\gpt55_r1\replicate_01\gpt-5.5\stage1\chain_24_e18_cmdexe_other_chain_stage1_run.json,0.70847,2026-06-13T15:12:45.351261+00:00,0.0,0.70847,local_price_estimate_cost_log_zero,622.351261
gpt-5.5 low raw,stage1,chain_25_e18_dns_packet_capture_batch_chain_stage1,chain_25_e18_dns_packet_capture_batch_chain,dns_packet_capture_batch_chain,multi_step_tool_chain,,,9,9,3,3,2,2,12,17,5,1.0,1.0,1.0,0.7058823529411765,,gpt-5.5_low_raw_replicate01_component,,collection_or_tool_invocation,component_rubric_subject_action_object_evidence,replicate_01,raw_text_contract_failed,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_25_e18_dns_packet_capture_batch_chain_stage1_run.json,,2026-06-14T05:01:17.107915+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,0,5,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T044337Z_62.jsonl,raw_text契約違反。explorer.exe→cmd.exe→start_dns_logs.bat/tsharkの非alert証拠を概ね回収したが、dumpcapやalert/近傍候補も余分に列挙。,20260613T151015Z_chain_25_e18_dns_packet_capture_batch_chain_stage1_gpt-5.5_official,27372,13276,0,low,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\gpt55_r1\replicate_01\gpt-5.5\stage1\chain_25_e18_dns_packet_capture_batch_chain_stage1_run.json,0.53514,2026-06-13T15:19:02.307352+00:00,0.0,0.53514,local_price_estimate_cost_log_zero,527.307352
gpt-5.5 low raw,stage1,chain_26_e18_python_simplehttpserver_network_chain_stage1,chain_26_e18_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,6,6,2,2,1,1,8,14,6,1.0,1.0,1.0,0.5714285714285714,,gpt-5.5_low_raw_replicate01_component,,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,raw_text_contract_failed,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_26_e18_python_simplehttpserver_network_chain_stage1_run.json,,2026-06-14T05:01:17.107915+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,0,5,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T044337Z_62.jsonl,raw_text契約違反。python.exeのpython  -m SimpleHTTPServerと非alert netconn証拠は回収したが、alert行や近傍別イベントも候補化。,20260613T151818Z_chain_26_e18_python_simplehttpserver_network_chain_stage1_gpt-5.5_official,28550,9312,0,low,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\gpt55_r1\replicate_01\gpt-5.5\stage1\chain_26_e18_python_simplehttpserver_network_chain_stage1_run.json,0.42211000000000004,2026-06-13T15:26:12.082218+00:00,0.0,0.42211000000000004,local_price_estimate_cost_log_zero,474.082218
gpt-5.5 low raw,stage2,chain_14_e09_python_simplehttpserver_network_chain_stage2,chain_14_e09_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,6,6,2,2,1,1,8,13,5,1.0,1.0,1.0,0.6153846153846154,,gpt-5.5_low_raw_replicate01_component,,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,raw_text_contract_failed,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage2/chain_14_e09_python_simplehttpserver_network_chain_stage2_run.json,,2026-06-14T05:01:17.107915+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,0,5,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T044337Z_62.jsonl,raw_text契約違反。python.exeのpython  -m SimpleHTTPServerと非alert netconn証拠は回収したが、alert行や近傍別イベントも候補化。,20260613T140751Z_chain_14_e09_python_simplehttpserver_network_chain_stage2_gpt-5.5_official,23979,10605,0,low,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\gpt55_r1\replicate_01\gpt-5.5\stage2\chain_14_e09_python_simplehttpserver_network_chain_stage2_run.json,0.438045,2026-06-13T14:14:36.396904+00:00,0.0,0.438045,local_price_estimate_cost_log_zero,405.396904
gpt-5.5 low raw,stage2,chain_15_e10_python_simplehttpserver_network_chain_stage2,chain_15_e10_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,6,6,2,2,1,1,8,14,6,1.0,1.0,1.0,0.5714285714285714,,gpt-5.5_low_raw_replicate01_component,,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,raw_text_contract_failed,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage2/chain_15_e10_python_simplehttpserver_network_chain_stage2_run.json,,2026-06-14T05:01:17.107915+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,0,6,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T044337Z_62.jsonl,raw_text契約違反。python.exeのpython  -m SimpleHTTPServerと非alert netconn証拠は回収したが、alert行や近傍別イベントも候補化。,20260613T141437Z_chain_15_e10_python_simplehttpserver_network_chain_stage2_gpt-5.5_official,27970,10696,0,low,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\gpt55_r1\replicate_01\gpt-5.5\stage2\chain_15_e10_python_simplehttpserver_network_chain_stage2_run.json,0.46073,2026-06-13T14:23:01.199851+00:00,0.0,0.46073,local_price_estimate_cost_log_zero,504.199851
gpt-5.5 low raw,stage2,chain_16_e11_python_simplehttpserver_network_chain_stage2,chain_16_e11_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,6,6,2,2,1,1,8,9,1,1.0,1.0,1.0,0.8888888888888888,,gpt-5.5_low_raw_replicate01_component,,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,raw_text_contract_failed,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage2/chain_16_e11_python_simplehttpserver_network_chain_stage2_run.json,,2026-06-14T05:01:17.107915+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,0,3,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T044337Z_62.jsonl,raw_text契約違反。python.exeのpython  -m SimpleHTTPServerと非alert netconn証拠は回収したが、alert行や近傍別イベントも候補化。,20260613T141924Z_chain_16_e11_python_simplehttpserver_network_chain_stage2_gpt-5.5_official,20858,5293,0,low,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\gpt55_r1\replicate_01\gpt-5.5\stage2\chain_16_e11_python_simplehttpserver_network_chain_stage2_run.json,0.26308,2026-06-13T14:25:24.000231+00:00,0.0,0.26308,local_price_estimate_cost_log_zero,360.000231
gpt-5.5 low raw,stage2,chain_17_e12_python_simplehttpserver_network_chain_stage2,chain_17_e12_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,6,6,2,2,1,1,8,9,1,1.0,1.0,1.0,0.8888888888888888,,gpt-5.5_low_raw_replicate01_component,,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,raw_text_contract_failed,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage2/chain_17_e12_python_simplehttpserver_network_chain_stage2_run.json,,2026-06-14T05:01:17.107915+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,0,3,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T044337Z_62.jsonl,raw_text契約違反。python.exeのpython  -m SimpleHTTPServerと非alert netconn証拠は回収したが、alert行や近傍別イベントも候補化。,20260613T142302Z_chain_17_e12_python_simplehttpserver_network_chain_stage2_gpt-5.5_official,18517,4133,0,low,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\gpt55_r1\replicate_01\gpt-5.5\stage2\chain_17_e12_python_simplehttpserver_network_chain_stage2_run.json,0.21657500000000002,2026-06-13T14:27:23.410351+00:00,0.0,0.21657500000000002,local_price_estimate_cost_log_zero,261.410351
